GlobalID,Unwanted,ProductTitleNL,ProductDescriptionNL,BrickName,ChunkName,BrandName,LabelName,Colour,Ingredients,Material,MaterialDescription,NumberOfPieces,NumberOfProductsInPackage,PackageHeight,PackageHeightUnit,PackageLength,PackageLengthUnit,PackageWeight,PackageWeightUnit,PackageWidth,PackageWidthUnit,ProductHeight,ProductHeightUnit,ProductLength,ProductLengthUnit,ProductWeight,ProductWeightUnit,ProductWidth,ProductWidthUnit,image_url
9200000082794292,N,Camo Wrap 101 Inc,CAMO WRAP 101 Inc<br /><br />Stretch bandage van 100% polyester<br />Afmeting: 4 m x 5 cm<br /><br />,Buiten/Tuin Speelgoed,Schietspeelgoedaccessoires,101 inc,,Highlander,,,,,,,,,,,,,,,,,,,,,,
9300000003890127,N,OCB klein zwart 79mm 50 pcs,OCB Zwart Klein 50 pcs 79mm.<br /><br />Populair vloeitje onder de echte kenners.<br />Dit langzaam brandend vloeitje is gemaakt in Frankrijk.<br />Samen met Raw marktleider in vloeitjes.,Rookaccessoires,Accessoire voor sigaretten,Ocb,,zwart wit,,Papier,,,,4.0,unece.unit.CMT,14.0,unece.unit.CMT,194.0,unece.unit.GRM,6.0,unece.unit.CMT,,,79.0,unece.unit.MMT,194.0,unece.unit.GRM,40.0,unece.unit.MMT,https://media.s-bol.com/Jym8lgmmrKPo/135x210.jpg
9300000002005548,Y,Grinder - Crusher - 4 delig - Inclusief opslagruimte - 60 mm - 5 kleuren - Kruidenverkruimelaar,"<p> Een ideale grinder/crusher voor het verkruimelen en het opslaan van uw kruiden. Bevat een magnetische sluiting, waardoor de deksel er goed op blijft zitten. Het bovenste gedeelte van het product bevat de verkruimelaar, na het verkruimelen van de kruiden valt het in de opslagruimte, waarin zich ook een filter bevindt. De filter wordt gebruikt voor het opvangen van de pure kruiden. Door de afgesloten ruimte die deze grinder/crusher biedt, kunt u gemakkelijk kruiden opslaan voor volgend gebruik. </p>
<p> Verpakking bevat: </p>
<p> - Zeef </p>
<p> - Opvangbakje </p>
<p> - Verkruimelaar </p>
<p> - Magnetische deksel </p>",Keuken Snij-/Rasp-/Haktoestellen,Keukenmolen,SmokeTech,,Wit,,Plastic,,,,93.0,unece.unit.MMT,50.0,unece.unit.MMT,100.0,unece.unit.GRM,50.0,unece.unit.MMT,93.0,unece.unit.MMT,50.0,unece.unit.MMT,,,50.0,unece.unit.MMT,https://media.s-bol.com/NL5K7VQ22y1p/148x210.jpg
9300000000477810,Y,"GI Field Rifle Cleaning Kit 5,56 NATO","<p>  </p><p>  </p>'The deadliest weapon in the world is a Marine and his rifle.' General John Pershing, U.S. Army.<p>  </p><p> <br /> </p><p> Deze kit is een kopie van de 'General Issue Field Cleaning Kit' die aan de Amerikaanse soldaten word meegegeven om hun wapens te onderhouden. Soms wordt er ook naar gerefereerd als de M16 / AR15 cleaning kit. Deze is zowel beschikbaar in het kaliber 5,56 als 7,62 NATO. </p><p> De G.I. Wapen poetsset bevat alles om u wapen thuis, op de schietstand of in het veld te onderhouden. De set is handig verpakt in een lichtgewicht, gemakkelijk te dragen etui.  </p><p> Binnen in het olijfkleurige nylon tasje met 2 compartimenten vind je  </p><p>  </p><ul><li>een bronzen loopborstel, </li><li>een borstel in brons en roestvrij staal om de kamer van het wapen te poetsen,</li><li>een jag, waarin je het poetsdoekje plaatst</li><li>25 poetsdoekjes</li><li>een borstel in de vorm van een tandenborstel, </li><li>1 klein plastic flessen om olie of poetsmiddel in te bewaren,</li><li>en een 5-delige stalen poetsstok.</li></ul><p>  </p><p>  </p><p> Poetsstok </p><p> De set komt met een poetsstok bestaande uit 4 delen. Het handvat met de start staaf, 3 lange stalen staven van 17,5 cm (6.69 inch) en een kortere staaf van 8 cm (3.15 inch) . Vijs 1 deel aan het handvat en breng vervolgens nog een deel aan indien de lengte van de loop dit vraagt.  </p><p> Het handvat kan ook om de staaf die eraan verbonden is gedraaid worden, en dan bekom je een soort van handvat en schroevendraaier. Dit is om de kamer beter te kunnen poetsen. </p><p> <br /> </p><p>  </p><p> Jag en patches<br /> </p><p> De jag die komt met de set is een zogenaamde slotted jag. Onderstaande figuur geeft mooi aan hoe je de patches correct aanbrengt. De bijgeleverde hebben wel het gaatje niet zoals aangeduid op de foto's. </p><p> <br /> </p><p> <br /> </p><p> <br /> </p><h3>Gebruiksaanwijzing:</h3><p> Dit heeft niet het doel een volledige gebruiksaanwijzing te zijn, maar geeft een deel terug van de handleiding ""071-311-2025 (SL1) - Maintain an M16-Series Rifle"". </p><p> <br /> </p><p> <br /> </p><p> Tips:<br /> </p><p>  </p><ul><li>De poetsstok is stevig maar kan bij het duwen is gaan doorbuigen. Een correct gebruik is dan eigenlijk ook de poetsstok te gebruiken in een trekkende beweging. Trek de borstels / patches door de loop, langzaam van kamer naar loopmond of vlammendemper. Een trekstang blijft recht omdat deze onder spanning staat, niet wanneer die onder druk staat.</li><li>Veel mensen krijgen het idee dat je een poetsstok door de loop moet duwen omdat ze denken dat daarvoor het handvat dient. Het is niet het geval. Het handvat is er ook om te gebruiken in combinatie met de kamer borstel.</li></ul><p> <br /> </p><h3>VEILIGHEIDSINSTRUCTIES:</h3><p>  </p><ul><li>Zorg er ten alle tijde voor dat je wapen ontladen is. Indien het wapen een magazijn heeft, verwijder deze en vergewis u ervan dan de kamer leeg is.<br /></li><li>Maak dat u alleen bent op de plaats waar u uw wapen reinigd.</li><li>Richt het wapen nooit naar een persoon of dier.</li><li>Draag een veiligheidsbril tijdens het poetsen. Zo voorkomt dat er vuil, kruidresten, olie, ... in uw ogen komt.</li><li>Bewaar de munitie van het wapen niet in dezelfde kamer als waar u het onderhoud uitvoerd.</li><li>Indien demontage vereist is om het wapen te reinigen, raadpleeg dan altijd de handleiding om dit op een veilige manier uit te voeren.</li></ul><p>  </p>",Buiten/Tuin Speelgoed,Schietspeelgoedaccessoires,Cobra Tactical Solutions,,,,100% polyester,,,,,,,,,,,,,,,,,,,,https://media.s-bol.com/wmXj2rVy3pjz/168x150.jpg
9200000115166574,Y,MTech Ballistic Zakmes - Green Skull,"De modellen uit de MTech Ballistic collectie zijn ""spring assisted "" dat betekend dat ze een hulpveer hebben, na het aanraken van de duimsteun of wijsvinger hendel helpt de veer het mes openen.",Hobbymessen (Niet-elektrisch),Zakmes,MTech,,Zwart,,RVS,,,,0.0,unece.unit.MMT,0.0,unece.unit.MMT,0.0,unece.unit.GRM,0.0,unece.unit.MMT,0.0,unece.unit.CMT,0.0,unece.unit.CMT,0.0,unece.unit.KGM,0.0,unece.unit.CMT,https://media.s-bol.com/BBLz8rynqAMY/168x172.jpg
9300000002856930,Y,Death Skull - Rookpijp - Rook Pijp,"Handgemaakte rookpijp Death Skull, is een leuke rook accessoire!<br />Vrij compact en dus gemakkelijk mee te nemen.",Rookaccessoires,Accessoire voor sigaretten,Merkloos / Sans marque,,Zwart,,Aardewerk,,,,11.0,unece.unit.CMT,12.0,unece.unit.CMT,100.0,unece.unit.GRM,16.0,unece.unit.CMT,,,13.0,unece.unit.CMT,125.0,unece.unit.GRM,4.0,unece.unit.CMT,https://media.s-bol.com/r8vP729p8v8p/102x210.jpg
9200000124089113,Y,Rolls® Opbergbox voor wiet en vloei en filter tips  In deze box zit een geheime ruimte waardoor je je wiet/hasj/kruiden uit het zicht kan houden,"Rolls® Opbergbox voor wiet en vloei en filter tips  In deze box zit een geheime ruimte waardoor je je wiet/hasj/kruiden uit het zicht kan houden <br />Double-bottom rolling tray, the perfect shelf for your treasures.",Rookaccessoires,Accessoire voor sigaretten,Rolls69,,hout,,Hout,,,,3.0,unece.unit.CMT,16.5,unece.unit.CMT,249.0,unece.unit.GRM,10.5,unece.unit.CMT,,,16.1,unece.unit.CMT,229.0,unece.unit.GRM,10.3,unece.unit.CMT,https://media.s-bol.com/R6RMkmGKoNrw/168x116.jpg
9200000063239141,Y,Fox Knives Hunting Knife Black,<p> Fox Hunting/ Bushcraft Knife<br />Mooi nieuw ontwerp jachtmes met Bocote wood Full tang uitgevoerd lemmet loopt geheel door in de handgreep. De hangrepen zijn door middel van twee holle RVS klinknagels bevestigd. <br /><br />Een fraaie bruin lederen schede maak het mes compleet. </p> KleurBruinHardheid59RcTotale lengte22.8 cmLengte lemmet11 cmModel lemmetDroppointLengte handgreep11.8 cmMateriaal handgreepBocote WoodStaalsoort1.4916 Nitro-BVergrendelingLinerlockEtuiPremium leer,Hobbymessen (Niet-elektrisch),Zakmes,Fox Knives,,Zwart,,,,,,,,,,,,,,,,,,,,,,https://media.s-bol.com/mKlwnMqvygE/168x125.jpg
9200000103837759,N,relaxdays 2 x pepermolen 40 cm - berkenhout - keramiek maalwerk - kruidenmolen – zoutmolen,"Deze pepermolen is van echt berkenhout gemaakt en heeft een hoogwaardige uitstraling. Het klassieke houten design past in elke keuken. Door het verstelbare en robuuste maalwerk van keramiek kunnen alle gerechten binnen een fluitje van een cent verfijnd en gekruid worden. Door de handige grootte van ca. 40 cm ligt de pepermolen zeer goed in de hand en maakt van het koken een echte belevenis. Naast de klassiekers zout en peper biedt de molen ook ruimte voor kruiden zoals zeezout, chili of gedroogde specerijen.    Pepermolen van hout in detail  • Afmeting molen H x B x D: ca. 40 x 6 x 6 cm  • Materiaal:  Berkenhout  • Keramiek maalwerk     • Gewicht: ca. 0,5 kg • Kleur: rood    Peper- of zoutmolen voor op de eettafel  • Verstelbaar en robuust maalwerk van keramiek  • Eenvoudig in gebruik  • Decoratieve klassieke design    • Malen van grove en gedroogde kruiden  • Voor chili, zeezout, Himalaya-zout, natuurzout, steenzout, krisstalzout    Onderhoud van de pepermolen van berkenhout  • Gewoon met een vochtige doek schoonmaken   • Beschermen tegen vocht en hitte      Leveromvang   • 2 x grote pepermolen van hout  • Handleiding   • Decoratie is bij de levering niet inbegrepen",Keuken Snij-/Rasp-/Haktoestellen,Keukenmolen,Relaxdays,,Rood,,Hout,,,,,,,,1.0,unece.unit.GRM,,,,,,,,,,,https://media.s-bol.com/xmXPgkLr7n3/143x210.jpg
9200000079058270,Y,Gerber campingmes Freescape Camp Paring Knife - zwart/groen,Dit mes is gemaakt als een kleinere versie van de Freescape Camp Kitchen Knife. Een handig compact mes bij ons wel bekend als het formaat van een aardappelschilmesje.Het Gerber Freescape Camp Paring Knife is een handig mesje voor het bereiden van het eten. Door het kleine formaat is deze prima overal mee naartoe te nemen en kan hij ook prima buiten de keuken worden gebruikt om iets mee te pellen of te plukken.<br />Dit mes doet wat vele kampeermessen niet doen après-kamperen. Ofwel dit mes kan mee onder de douche of beter gezegd in de vaatwasser. Hierdoor wordt het mes in de vaatwasser gesteriliseerd  en dus kan het hele gezin weer met een schoon mes het eten voorbereiden.<br />Het rubberen handvat met zijn gripstructuur ligt stevig in de hand. De fel groene accenten zorgen ervoor dat je nooit je mes kwijt zal zijn. De meegeleverde duurzame schede houdt het mes veilig en dichtbij de hand. Handig om aan je riem te hangen of het lanyard gat te gebruiken voor extra verzekering met veilig vervoer.<br />,Hobbymessen (Niet-elektrisch),Zakmes,Gerber,,Zwart/Groen,,Staal,,,,3.0,unece.unit.CMT,33.0,unece.unit.CMT,35.5,unece.unit.GRM,14.0,unece.unit.CMT,3.0,unece.unit.CMT,33.0,unece.unit.CMT,35.5,unece.unit.GRM,14.0,unece.unit.CMT,https://media.s-bol.com/BBYBN9Z8G1Ao/168x174.jpg
9300000001296840,Y,wPocket – Best Buds Joint portable rolling tray Pouch For Cigarette With Zipper,<ul><li><br /></li><li><br /></li><li><br /></li><li><br /></li></ul><p> <br /> </p>,Rookaccessoires,Accessoire voor sigaretten,POCKET,,Blue,,100% polyester,,,,16.0,unece.unit.CMT,3.0,unece.unit.CMT,20.0,unece.unit.GRM,8.0,unece.unit.CMT,,,5.0,unece.unit.CMT,0.02,unece.unit.KGM,12.0,unece.unit.CMT,https://media.s-bol.com/q7Y2Ng52k480/168x144.jpg
9200000065254267,N,Maserin Rescue Professional,<p>  (was 1642-R)  </p> KleurRood Totale lengte21 cm Model lemmetGebogen Materiaal handgreepAluminium Staalsoort440 Staal VergrendelingLinerlock,Hobbymessen (Niet-elektrisch),Zakmes,Maserin,,,,,,,,,,,,,,,,,,,,,,,,https://media.s-bol.com/mA8yRWxoPNE/168x128.jpg
9200000057042060,Y,Buck Knives Silver Creek Bait Knife Zakmes - Blauw,"Veilig, betrouwbaar en duurzaam. Dit vismes is ontworpen met een Teflon coating, bestand tegen corrosie, een rubberen anti-slip grip, en een getande ruggengraat voor het zagen.",Hobbymessen (Niet-elektrisch),Zakmes,Buck Knives,,blauw,,RVS,,,,58.0,unece.unit.MMT,293.0,unece.unit.MMT,199.0,unece.unit.GRM,73.0,unece.unit.MMT,,,,,,,,,https://media.s-bol.com/4pgJjo731YV/168x146.jpg
9200000132150701,N,Sheepdog Blue Line Police K9 Geborduurde patch met klittenband,"<p>  </p><ul><li>[AIRSOFT / COSPLAY] Vervolledig je tactical gear met deze geborduurde patch Sheepdog Blue Line Police K9 met klittenband.</li><li>[LEVENSLANGE GARANTIE] Deze patch is gemaakt van stof van hoogwaardige kwaliteit waardoor die niet stuk zal gaan door regen of stof. De patch mag gewassen worden</li><li>[PAST PERFECT] Deze patch is niet te groot of te klein. Met zijn afmeting van 9,5 x 2,5 cm past die perfect op alle militaire vesten, rugzakken, petten. Zie er uit als een echt teamlid van de Navy Seals, SWAT, SAS ...</li><li>[EENVOUDIG & SNEL] Met velcro voorzien aan de achterkant, kan aan elk haak-en-lus oppervlak worden bevestigd: kogelvrije vesten, tactische vest, BDU, shirt, tassen, petten, ...</li><li>[GARANTIE & SERVICE] Al onze artikelen worden geleverd met een 100% tevredenheidsgarantie. Daarnaast streven wij ernaar om te reageren op elk verzoek binnen 24 uur.</li></ul><p>  </p>",Buiten/Tuin Speelgoed,Schietspeelgoedaccessoires,Cobra Tactical Solutions,,,,100% polyester,,,,,,,,,,,,,,,,,,,,https://media.s-bol.com/pQPrr5OvLGqQ/168x47.jpg
9200000102583088,Y,Airsoft BB Speedloader 155 rounds,Deze airsoft BB speedloader / quick loader maakt het een stuk makkelijker om je magazijnen bij te vullen!<br /><br />- Kleur: Smoke<br />- Capaciteit: 155 BB's<br />- Materiaal: hard plastiek.,Buiten/Tuin Speelgoed,Schietspeelgoedaccessoires,Airsoft,,Smoke,,Plastic,,,,,,22.0,unece.unit.CMT,70.0,unece.unit.GRM,9.0,unece.unit.CMT,14.5,unece.unit.CMT,6.0,unece.unit.CMT,,,2.0,unece.unit.CMT,https://media.s-bol.com/NkxXLkBXJDRz/168x97.jpg
9200000061878541,N,Leatherman Bit standaard kruis / plat NO1  - 2 3/16,"<p>  De Leatherman standaard bit met een platte en kruiskop schroevendraaier die o.a. past op een Leatherman Charge TTI, Wave en Surge.  Ideaal voor als uw oude bitje is versleten, kwijtgeraakt is of natuurlijk uw bitset wilt uitbreiden.  </p>",Hobbymessen (Niet-elektrisch),Zakmes,Leatherman,,,,Kunststof,,,,,,,,0.0,unece.unit.GRM,,,,,,,,,,,https://media.s-bol.com/JZ4W8DMGXNk2/168x112.jpg
9200000084595285,N,Sigarettendoosje - Sigarettendoos - Sigarettencase - Case - Doos - Doosje - Sigaret - Sigaretten - Metaal - Zilver,Metalen Sigarettendoosje voor 20 sigaretten. Bewaar je sigaretten in deze mooie zilveren metalen box. Zeer sterk en gemakkelijk te openen en te sluiten door het sluitsysteem.,Rookaccessoires,Accessoire voor sigaretten,Champ,,zilver,,Metaal,,,1.0,,,,,,,,,2.0,unece.unit.CMT,8.5,unece.unit.CMT,,,9.5,unece.unit.CMT,https://media.s-bol.com/BlpLN5qmA2W/168x173.jpg
9200000094324552,N,4x Light Battle Active lasergun | Laser game pistolen - camo grijs en camo wit,,Buiten/Tuin Speelgoed,Speelgoedpistool,,,camo wit,,Alkaline,,,,21.3,unece.unit.CMT,31.8,unece.unit.CMT,1.6369999999999998,unece.unit.KGM,22.7,unece.unit.CMT,5.0,unece.unit.CMT,16.5,unece.unit.CMT,,,28.5,unece.unit.CMT,https://media.s-bol.com/imgbase0/imagebase3/regular/FC/2/5/5/4/9200000094324552.jpg
9200000061877732,N,Spyderco Salt I PE Yellow,<p> Absoluut roestvrij! Zeewater bestendig. </p> KleurGeelHardheid62RcTotale lengte17.8 cmLengte lemmet7.6 cmModel lemmetGladLengte handgreep10.2 cmMateriaal handgreepKunststofStaalsoortH-1 StaalClipJaVergrendelingBackLock,Hobbymessen (Niet-elektrisch),Zakmes,Spyderco,,Geel,,,,,,,,,,,,,,,,,,,,,,https://media.s-bol.com/xP82WRNm35P/168x125.jpg
9300000000477815,Y,"Bore Snake kaliber .22 Rand en centraalvuur .223R 5,56mm","<p> Poets de loop van u wapen in 10 seconden met een equivalent van 160 poetsdoekjes. In een enkele poetsbeurt!<br /> </p><p> <br /> </p><h3>Wat is een Bore Snake?</h3><p> De Bore Snake is een lange koord uit geweven katoen met aan de voorkant een gewicht uit messing. De Bore Snake bestaat uit 2 delen, een trekkoord om hem door de loop te krijgen en een poetsgedeelte. Het begin van de Bore Snake bestaat uit een vernauwing om hem eenvoudiger door in de loop te krijgen en waar je wapen olie, wapen poets middel of iets anders op kan doen.  Verderop in de Bore Snake bevindt zich een borstel van messing, gevolgd door een stuk breed gewoven katoen dat strak in de loop wordt gedrukt, waarbij losgekomen koolstof- en koper- of loodvervuiling worden verwijderd. Het lange geweven katoenen gedeelte van de Bore Snake biedt een enorme hoeveelheid aan contactoppervlak dat door de loop schrobt, deze afveegt en reinigt, zoals niets anders dat je eerder hebt gezien. De Bore Snake is veel effectiever dan één enkele patch of meerdere patches die één of meerdere keren door de loop worden getrokken. Het heeft een veel strakkere pasvorm dan eender welke patch en heeft veel meer contactoppervlak. </p><p> De BoreSnake is perfect geschikt voor veldreiniging. De alles-in-één wapenreiniger rolt strak op en past in elke kleine zak of tas. Geen onderdelen die je kan verliezen of mis plaatsen. Het is niet nodig om een borstel op te schroeven of om patches te vervangen. Voeg gewoon je favoriete reinigingsmiddel toe aan de Bore Snake en haal hem door de loop totdat hij schoon is. Ze zijn verkrijgbaar in verschillende maten voor jachtgeweren, automatische en grendel geweren, revolvers en pistolen. Ze rollen op in een bol voor eenvoudige opslag. Hij komt in een handig zip zakje met sluiting die je gemakkelijk kan openen of  sluiten en onbeperkt te hergebruiken is.<br /> </p><p> <br /> </p><h3> The Bore Snake elimineert de volgende problemen: </h3><ol> <li> Verlies geen tijd door een meerdelige poetstok in elkaar te vijzen.</li><li> het verslijten van de draad van de staven van de poetsstok zorgt ervoor dat hij slingert en mogelijk krassen in je geweerloop maakt</li><li> Waar bewaart u een lange poetsstok van 81 cm?</li><li> Hoe transporteer en hou je een poetstok van 81 cm bij u op de schietstand?</li><li> Stangen buigen gemakkelijk wanneer ze door een lange nauwe loop worden geduwd.</li><li> Stap per ongeluk op een poetsstok en deze is kapot</li><li> Poetsstokken kunnen metalen spaanders in de boring achterlaten als deze in contact komen met de kamer of de loopmond.</li><li>Poetsstokken kunnen krassen veroorzaken als ze zijn vervuild met zand of ander vuil </li><li> Jags en geboorde borstels moeten worden ingeschroefd en veranderd. En wanneer u een fout maakt bij het vastschroeven, raakt de draad soms beschadigd. </li><li> Om het zuur van je handen niet over te brengen om je messing of nylon borstels doe je dit het best met handschoenen</li><li> Veel merken hebben verschillende soorten spoed en wanneer u een borstel moet vervangen, kan het een hel zijn om de juiste te vinden.</li><li>Sukkel niet bij het aanbrengen van de patches op de jag.</li><li>Heb geen problemen bij het bevestigen van reinigingspatches op kleine jags </li></ol><p> <br /> </p><h3> Bore Snake Voordelen:</h3><ol> <li> Meer oppervlak dan 160 reinigingspatches - maakt beter en sneller de loop schoon</li><li> De ingeweven loopborstel maakt vervuiling los voor eenvoudige verwijdering</li><li> Compact ontwerp - oprollen en opbergen in uw zak in de handige zipzak</li><li> Herbruikbaar - je kan de Bore Snake vaak wassen en opnieuw gebruiken</li><li> Goedkoop </li></ol> <p> <br /> </p><h3>Hoe te gebruiken:</h3><p>  </p><ol><li>Leid de messing top voorzichtig in de loop en laat deze door de loop glijden.</li><p>  </p><li>Leid het begin van het poetsgedeelte een beetje in de loopmond en voeg er wapenreiniger of wapenolie aan toe.</li><p>  </p><li>Trek de Bore Snake stevig door de loop.</li><p> <br /> </p><li>Controleer of de loop schoon is en indien niet herhaal de vorige stappen.</li><p>  </p></ol><p>  </p><p> <br /> </p><h3>Wat doe je als een Bore Snake vies wordt?</h3><p> Bore Snakes kunnen in de machine worden gewassen. Je kunt ze ook met de hand wassen en ze opnieuw en opnieuw gebruiken. Ze zijn redelijk goedkoop, dus je kunt ze vervangen als ze te vies of versleten zijn. De zwaar uitgevoerde geweven Bore Snakes zijn sterk en gaat vele wasbeurten mee. </p><p> <br /> </p><h3>Bore Snake gebruikstips:</h3><p> Het kan enige moeite kosten om de Bore Snake door de loop van het wapen te trekken. Het is een zeer strakke pasvorm. Wikkel daarom de verzwaarde trekkoord een paar keer om je hand en trek het langzaam door de boring. U kunt het snoer ook om het handvat van schroevendraaier of houten deuvel wikkelen voor meer hefboomwerking.  </p><p> Voor het reinigen van jachtwapens of semi automaten zijn ze onmisbaar. Lopen van jachtgeweren zijn zeer eenvoudig schoon te maken omdat er geen trekken in de loop zijn of er geen kopervuil op loop achter blijft. Het is verbazingwekkend hoe gemakkelijk het is. Een ander voordeel is dat u zich geen zorgen hoeft te maken over het beschadigen van de loop of de loopmond met een poetsstok. </p><p> <br /> </p><h3>Meer in detail:</h3><p> <br /> </p><p> Boresnakes rollen op in een mooie bal zodat je ze bijna overal kunt opslaan. Je kunt de trekkoord gebruiken om deze rond het poetsgedeelte te draaien en deze zo vast te binden. </p><p> <br /> </p><p> <br /> </p><p> Het trekkoord is supersterk met een verzwaarde koperen punt. De verzwaarde koperen punt maakt het gemakkelijk om het trekkoord door de loop te voeren. Je kunt je hand gebruiken om de Bore Snake door de loop te trekken, maar ik raad je ten zeerste aan om een soort ""trekhandvat"" te gebruiken zoals een plug of schroevendraaier om het trekkoord rond te wikkelen. Het is vrij moeilijk om een Bore Snake door een geweerloop te trekken daar hij erg strak aan sluit. </p><p> <br /> </p><p>  </p><p> Hier is een close-up van de verzwaarde koperen top. De verzwaarde top trekt het trekkoord door de loop als u de loop rechtop houdt of kantelt. </p><p> <br /> </p><p> <br /> </p><p> Verderop in de Bore Snake bevindt zich de borstel sectie die de ingebedde borstel bevat. De loopborstel is een bronzen borstel en maakt koolstof, koper, plastic en loodvervuiling los, zodat deze kan worden weggeveegd. </p><p> <br /> </p><p>  </p><p> Deze close-up van de eindlus van de Bore Snake geeft je een goed idee van hoe dik die geweven is. Door het kruis- of weefpatroon kan die extreem goed reinigen. Als je een Bore Snake door een loop trekt, weet je waarom het zo goed schoonmaakt. </p><br /><p>   </p>",Buiten/Tuin Speelgoed,Schietspeelgoedaccessoires,Cobra Tactical Solutions,,,,100% polyester,,,,,,,,,,,,,,,,,,,,https://media.s-bol.com/86pqWmALX6v2/168x145.jpg
9200000132151061,N,Star of Life Rescue Medical Treatment  PVC Medische Patch Rood met klittenband,"<p>  </p><ul><li>[AIRSOFT / COSPLAY] Vervolledig je tactical gear met deze Star of Life Rescue Medical Treatment  PVC Medische Patch Rood met velcro.</li><li>[LEVENSLANGE GARANTIE] Deze patch is gemaakt van PVC van hoogwaardige kwaliteit waardoor die niet stuk zal gaan door regen of stof.</li><li>[PAST PERFECT] Deze patch is niet te groot of te klein. Met zijn afmeting van 4,7 x 4,7 cm past die perfect op alle militaire vesten, rugzakken, petten. Zie er uit als een echt teamlid van de Navy Seals, SWAT, SAS ...</li><li>[EENVOUDIG & SNEL] Met velcro voorzien aan de achterkant, kan aan elk haak-en-lus oppervlak worden bevestigd: kogelvrije vesten, tactische vest, BDU, shirt, tassen, petten, ...</li><li>[GARANTIE & SERVICE] Al onze artikelen worden geleverd met een 100% tevredenheidsgarantie. Daarnaast streven wij ernaar om te reageren op elk verzoek binnen 24 uur.</li></ul><p>  </p>",Buiten/Tuin Speelgoed,Schietspeelgoedaccessoires,Cobra Tactical Solutions,,,,100% polyester,,,,,,,,,,,,,,,,,,,,https://media.s-bol.com/Q0RZZpVYVJj7/168x166.jpg
9300000006203854,Y,Gonher Speelgoed Geweer Met Vizier Cowboy Bruin-s,"Gonher Speelgoed Geweer Cowboy.<br /><br />Let op:<br />De verpakking is beschadigd.<br /><br />Maak jouw cowboy outfit helemaal compleet met dit stoere geweer met vizier. Dit speelgoed geweer maakt een mechanisch geluid zonder gebruik te maken van klappertjes en/of batterijen. <br /><br />Specificaties:<br />Model: 108/0<br />Kleur: Bruin<br />Materiaal: plastic<br />Afmetingen geweer: 66 x 14,5 cm<br />Afmetingen doos: 67 x 10,5 x 5,5 cm<br />Leeftijd: 3+<br /><br />Inhoud:<br />Speelgoed geweer met vizier en schouderband.",10005173-Fancy Dress Costumes/Accessories Other,Verkleedaccessoire,Gonher,,Bruin,,,,,,,,,,,,,,,,,,,,,,https://media.s-bol.com/79A3OrM27XoQ/168x32.jpg
9200000123429639,N,Nerf Alpha Strike speelgoedgeweer + 8 pijlen - speelgoed pistol wapen geweer kinder,Nerf Alpha Strike speelgoedgeweer + 8 pijlen,Buiten/Tuin Speelgoed,Speelgoedpistool,NERF,,Geel,,,,,,300.0,unece.unit.MMT,300.0,unece.unit.MMT,100.0,unece.unit.GRM,300.0,unece.unit.MMT,,,,,,,,,https://media.s-bol.com/YEGqR8nLnmPn/168x167.jpg
9200000130884590,N,Lange vloei| 4 x vloeipapier | longpaper - Smoking – Brown + 2 x Tip,<p>   Pakketje van 4 x Smoking vloeipapier & 2 x Tipboekjes   </p>,Rookaccessoires,Accessoire voor sigaretten,Smoking,,bruin,,Papier,,,,1.5,unece.unit.CMT,10.0,unece.unit.CMT,60.0,unece.unit.GRM,2.0,unece.unit.CMT,,,10.0,unece.unit.CMT,60.0,unece.unit.GRM,2.0,unece.unit.CMT,https://media.s-bol.com/JqYOJqAo6lZJ/168x137.jpg
9200000120381751,N,Leatherman multitool Signal Cobalt 19-delig met schede - Blauw,"De Leatherman multitool Signal Cobalt 19-delig met schede is een multitool speciaal ontwikkeld voor de outdoormensen zoals bushcraft- en survival liefhebbers. <br />De multitool heeft 19 verschillende tools en dat alles in een compact formaat van maar 11,4 cm. Een multitool die perfect in elk avontuur past. <br />Onderstaand de functies van deze multitool:<br />* 420HC combi-mes (glad en gekarteld)* Zaag* Flessenopener* Uitneembare diamantslijper* Blikopener* Hamergedeelte met bithouder (incl. diverse bits)* Firesteel met signaalfluitje* Draadknipper (hard en zacht)* Punt- en combinatietang* Musketon* Krimptang * Vervangbare guthook* Priem<br />De multitool is gemaakt van roestvrijstaal met DLC coating. Voor verschillende kleuren is gebruik gemaakt van Cerakote ™. De multitool wordt geleverd met een nylon schede.<br /><br />",Hobbymessen (Niet-elektrisch),Zakmes,Leatherman,,,,RVS,,,,4.5,unece.unit.CMT,13.0,unece.unit.CMT,213.0,unece.unit.GRM,9.0,unece.unit.CMT,4.5,unece.unit.CMT,13.0,unece.unit.CMT,213.0,unece.unit.GRM,9.0,unece.unit.CMT,https://media.s-bol.com/nZGqlARW8Bol/162x210.jpg
9200000095396866,N,Alinco 1839 Dj-X-7 E Radioscanner Portofoonmodel,,Training/Controle Hulpmiddelen/Toebehoren voor Huisdieren (Niet-elektrisch),Opvoedingshalsband,,,,,,,,,,,,,,,,,,,,,,,,,
